id,pokeapi_id,name_ja,category_name,cost,fling_power,fling_effect_name,effect_en,effect_ja,sprite_default_url
dynamax-crystal-hya3482,1368,★Hya3482,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-hya3845,1369,★Hya3845,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri1084,1370,★Eri1084,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri472,1371,★Eri472,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri1666,1372,★Eri1666,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri897,1373,★Eri897,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri1231,1374,★Eri1231,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri874,1375,★Eri874,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri1298,1376,★Eri1298,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri1325,1377,★Eri1325,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri984,1378,★Eri984,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri1464,1379,★Eri1464,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri1393,1380,★Eri1393,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-eri850,1381,★Eri850,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1409,1382,★Tau1409,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1457,1383,★Tau1457,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1165,1384,★Tau1165,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1791,1385,★Tau1791,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1910,1386,★Tau1910,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1346,1387,★Tau1346,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1373,1388,★Tau1373,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-tau1412,1389,★Tau1412,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2491,1390,★CMa2491,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2693,1391,★CMa2693,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2294,1392,★CMa2294,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2827,1393,★CMa2827,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2282,1394,★CMa2282,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2618,1395,★CMa2618,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2657,1396,★CMa2657,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cma2646,1397,★CMa2646,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4905,1398,★UMa4905,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4301,1399,★UMa4301,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma5191,1400,★UMa5191,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma5054,1401,★UMa5054,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4295,1402,★UMa4295,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4660,1403,★UMa4660,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4554,1404,★UMa4554,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4069,1405,★UMa4069,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma3569,1406,★UMa3569,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma3323,1407,★UMa3323,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4033,1408,★UMa4033,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4377,1409,★UMa4377,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4375,1410,★UMa4375,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma4518,1411,★UMa4518,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-uma3594,1412,★UMa3594,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir5056,1413,★Vir5056,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir4825,1414,★Vir4825,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir4932,1415,★Vir4932,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir4540,1416,★Vir4540,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir4689,1417,★Vir4689,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir5338,1418,★Vir5338,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir4910,1419,★Vir4910,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir5315,1420,★Vir5315,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir5359,1421,★Vir5359,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir5409,1422,★Vir5409,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-vir5107,1423,★Vir5107,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ari617,1424,★Ari617,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ari553,1425,★Ari553,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ari546,1426,★Ari546,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ari951,1427,★Ari951,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1713,1428,★Ori1713,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori2061,1429,★Ori2061,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1790,1430,★Ori1790,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1903,1431,★Ori1903,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1948,1432,★Ori1948,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori2004,1433,★Ori2004,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1852,1434,★Ori1852,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1879,1435,★Ori1879,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1899,1436,★Ori1899,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-ori1543,1437,★Ori1543,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cas21,1438,★Cas21,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cas168,1439,★Cas168,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cas403,1440,★Cas403,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cas153,1441,★Cas153,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cas542,1442,★Cas542,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cas219,1443,★Cas219,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cas265,1444,★Cas265,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3572,1445,★Cnc3572,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3208,1446,★Cnc3208,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3461,1447,★Cnc3461,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3449,1448,★Cnc3449,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3429,1449,★Cnc3429,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3627,1450,★Cnc3627,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3268,1451,★Cnc3268,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cnc3249,1452,★Cnc3249,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-com4968,1453,★Com4968,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-crv4757,1454,★Crv4757,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-crv4623,1455,★Crv4623,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-crv4662,1456,★Crv4662,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-crv4786,1457,★Crv4786,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-aur1708,1458,★Aur1708,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-aur2088,1459,★Aur2088,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-aur1605,1460,★Aur1605,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-aur2095,1461,★Aur2095,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-aur1577,1462,★Aur1577,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-aur1641,1463,★Aur1641,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-aur1612,1464,★Aur1612,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-pav7790,1465,★Pav7790,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cet911,1466,★Cet911,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cet681,1467,★Cet681,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cet188,1468,★Cet188,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cet539,1469,★Cet539,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cet804,1470,★Cet804,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cep8974,1471,★Cep8974,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cep8162,1472,★Cep8162,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
dynamax-crystal-cep8238,1473,★Cep8238,dynamax-crystals,20,,,"An item that causes [VAR (0000)] to appear from
the Watchtower Lair in the Wild Area until the end of
the day.","使った　日に　ワイルドエリアの
見張り塔のダイ巣穴　から
[VAR (0000)]が　現れる。",
